"id" "sexo" "edad" "monitor" "v01" "v02" "v03" "v04" "v05" "v06" "v07" "v08" "v09" "v10"
"748" 748 "Hombre" 63 16 1 2 4 4 1 4 3 1 4 3
"749" 749 "Hombre" 74 11 3 1 2 1 3 2 5 1 1 5
"750" 750 "Mujer" 73 1 1 2 1 5 1 3 1 5 3 5
"751" 751 "Hombre" 60 5 1 1 2 2 3 1 3 3 4 4
"752" 752 "Mujer" 66 12 5 3 1 2 4 3 5 1 2 4
"753" 753 "Mujer" 81 6 1 1 5 2 4 3 1 4 4 5
"754" 754 "Hombre" 78 10 4 4 3 2 5 1 1 5 4 1
"755" 755 "Mujer" 67 1 1 3 5 5 1 3 2 1 4 2
"756" 756 "Hombre" 84 10 1 4 4 1 3 5 5 2 4 5
"757" 757 "Mujer" 74 10 5 5 2 3 2 5 5 5 2 4
"758" 758 "Mujer" 76 13 NA 1 4 4 4 1 3 4 1 3
"759" 759 "Hombre" 68 15 1 3 4 2 4 2 1 2 1 4
"760" 760 "Hombre" 65 10 NA 2 2 1 4 3 4 3 3 1
"761" 761 "Hombre" 75 2 1 5 4 1 1 4 5 4 3 5
"762" 762 "Hombre" 67 15 1 1 4 4 2 5 1 5 5 3
"763" 763 "Hombre" 72 14 1 4 1 5 1 2 3 1 2 2
"764" 764 "Mujer" 71 10 2 3 5 1 1 2 2 3 3 2
"765" 765 "Hombre" 63 8 5 4 2 3 4 2 5 1 5 4
"766" 766 "Mujer" 75 1 NA 2 1 5 1 2 3 4 5 4
"767" 767 "Hombre" 68 9 NA 5 3 3 3 4 1 1 4 4
"768" 768 "Mujer" 62 17 5 5 1 3 3 2 4 3 5 1
"769" 769 "Hombre" 72 18 NA 4 5 2 5 3 1 3 2 2
"770" 770 "Mujer" 81 2 NA 3 3 1 1 1 3 1 5 1
"771" 771 "Mujer" 80 6 3 1 4 5 4 3 1 1 4 4
"772" 772 "Hombre" 78 7 NA 5 1 2 4 4 3 3 4 3
"773" 773 "Mujer" 63 3 3 2 2 4 1 5 2 5 1 3
"774" 774 "Hombre" 79 7 NA 5 2 4 3 2 3 3 2 1
"775" 775 "Mujer" 78 15 4 2 3 1 3 4 3 2 2 2
"776" 776 "Hombre" 68 19 5 3 5 5 1 2 4 1 2 4
"777" 777 "Mujer" 79 18 NA 2 5 5 1 1 3 2 3 5
"778" 778 "Mujer" 73 12 NA 5 3 2 3 2 1 3 3 1
"779" 779 "Mujer" 77 20 3 5 1 2 5 2 2 4 2 1
"780" 780 "Hombre" 75 10 4 2 4 1 5 1 5 3 5 4
"781" 781 "Hombre" 85 1 NA 2 3 2 4 1 1 1 4 5
"782" 782 "Hombre" 81 2 NA 1 3 2 5 4 1 4 1 3
"783" 783 "Mujer" 75 8 2 3 3 5 1 1 5 1 4 4
"784" 784 "Hombre" 84 6 5 1 3 2 5 1 3 2 2 1
"785" 785 "Hombre" 75 4 3 5 2 2 3 1 1 5 4 3
"786" 786 "Mujer" 62 19 4 4 2 1 5 1 2 1 2 4
"787" 787 "Hombre" 76 20 1 2 4 5 2 3 3 5 3 4
"788" 788 "Hombre" 74 10 2 1 4 1 1 1 2 4 3 2
"789" 789 "Mujer" 63 6 3 1 5 4 5 1 5 1 2 1
"790" 790 "Mujer" 65 6 4 1 5 3 5 3 2 5 3 4
"791" 791 "Hombre" 80 3 5 2 4 1 1 2 5 1 1 5
"792" 792 "Mujer" 72 1 NA 4 3 3 2 4 1 5 1 2
"793" 793 "Hombre" 67 6 4 2 4 4 5 2 3 4 3 5
"794" 794 "Hombre" 73 5 3 2 5 5 1 4 2 5 2 1
"795" 795 "Hombre" 61 4 NA 2 1 2 5 1 4 1 1 2
"796" 796 "Hombre" 84 19 1 4 2 3 5 2 3 4 3 5
"797" 797 "Mujer" 82 5 3 4 3 5 1 5 2 5 4 2
"798" 798 "Hombre" 74 6 4 1 3 1 2 5 2 5 1 1
"799" 799 "Mujer" 75 13 1 4 2 1 1 1 3 5 4 3
"800" 800 "Mujer" 61 13 NA 5 5 2 1 4 1 3 5 5
